CITY;STATE;CAPITAL;IBGE_RES_POP;IBGE_RES_POP_BRAS;IBGE_RES_POP_ESTR;IBGE_DU;IBGE_DU_URBAN;IBGE_DU_RURAL;IBGE_POP;IBGE_1;IBGE_1-4;IBGE_5-9;IBGE_10-14;IBGE_15-59;IBGE_60+;IBGE_PLANTED_AREA;IBGE_CROP_PRODUCTION_AREA;IBGE_PRODUCTION_TONS;IBGE_PRODUCTION_T_HA;IBGE_EXPORT_VALUE_USD;IBGE_YIELD;YEAR;REGION;MESOREGION;MICROREGION;LATITUDE;LONGITUDE;ALTITUDE;TOTAL_AREA;URBAN_AREA;RURAL_AREA;GEOCODE_REGION;GEOCODE_STATE;REGIONAL_DIVISION;REGIONAL_CATEGORY;CITY_STATUS
Abadia De Goiás;GO;0;6876;6876;0;2137;1546;591;5300;69;318;438;517;3542;416;319;1843;1689;0.708;0.687;0.83;0.622;-49.44054783;-16.75881189;893.6;360;842;147.26;;;8583;Urbano;6.2;27991.25;74750.32;[...]
Abadia Dos Dourados;MG;0;6704;6704;0;2328;1481;847;4154;38;207;260;351;2709;589;4479;18017;2207;0.69;0.693;0.839;0.563;-47.39683244;-18.48756496;753.12;77;296;881.06;Caminhos Do Cerrado;D;6972;Rura[...]
Abadiânia;GO;0;15757;15609;148;4655;3233;1422;10656;139;650;894;1087;6896;990;10307;33085;2202;0.69;0.671;0.841;0.579;-48.71881214;-16.18267186;1017.55;227;720;1,045.13;Região Turística Do Ouro [...]
Abaeté;MG;0;22690;22690;0;7694;6667;1027;18464;176;856;1233;1539;11979;2681;1862;7502;1994;0.698;0.72;0.848;0.556;-45.44619142;-19.15584769;644.74;1230;1716;1,817.07;Lago De Três Marias;D;23223;U[...]
Abaetetuba;PA;0;141100;141040;60;31061;19057;12004;82956;1354;5567;7618;8905;53516;5996;25200;700872;3530;0.628;0.579;0.798;0.537;-48.88440382;-1.723469863;10.12;3389;1218;1,610.65;Araguaia-Tocanti[...]
Abaiara;CE;0;10496;10496;0;2791;1251;1540;4538;98;323;421;483;2631;582;2598;5234;3522;0.628;0.54;0.748;0.612;-39.04754664;-7.356976596;403.11;29;34;180.08;;;11663;Rural Adjacente;4435.16;5.88;22.81[...]
Abaíra;BA;0;8316;8316;0;2572;1193;1379;3725;37;156;263;277;2319;673;895;3999;4086;0.603;0.577;0.746;0.51;-41.66160848;-13.25353189;674.22;952;335;538.68;Chapada Diamantina;D;8767;Rural Remoto;12.4[...]
Abaré;BA;0;17064;17064;0;4332;2379;1953;8994;167;733;978;927;5386;803;2058;22761;4756;0.575;0.533;0.776;0.46;-39.11658794;-8.723418246;316.38;51;222;1,604.92;;;19814;Rural Remoto;9176.4;6.7;36921.[...]
Abatiá;PR;0;7764;7764;0;2499;1877;622;5685;69;302;370;483;3650;811;1197;9943;2258;0.687;0.676;0.804;0.596;-50.31252658;-23.30049404;579.3;55;392;228.72;;;7507;Rural Adjacente;73340.52;8839.71;429[...]
Abdon Batista;SC;0;2653;2653;0;848;234;614;724;12;32;49;63;479;89;5502;26195;2092;0.69;0.66;0.812;0.625;-51.02527221;-27.60898712;720.98;109;260;237.16;Vale Do Contestado;D;2577;Rural Adjacente;24[...]
Abel Figueiredo;PA;0;6780;6780;0;1880;1650;230;5998;102;471;609;691;3657;468;1184;4168;3657;0.622;0.625;0.8;0.481;-48.39676213;-4.951390896;192.76;248;43;614.13;Amazônia Atlântica;E;7382;Interme[...]
