CITY;STATE;CAPITAL;IBGE_RES_POP;IBGE_RES_POP_BRAS;IBGE_RES_POP_ESTR;IBGE_DU;IBGE_DU_URBAN;IBGE_DU_RURAL;IBGE_POP;IBGE_1;IBGE_1-4;IBGE_5-9;IBGE_10-14;IBGE_15-59;IBGE_60+;IBGE_PLANTED_AREA;IBGE_CROP_PRODUCTION_AREA;IBGE_PRODUCTION_TONS;IBGE_PRODUCTION_T_HA;IBGE_EXPORT_VALUE_USD;IBGE_YIELD;YEAR;REGION;MESOREGION;MICROREGION;LATITUDE;LONGITUDE;ALTITUDE;TOTAL_AREA;URBAN_AREA;RURAL_AREA;GEOCODE_REGION;GEOCODE_STATE;REGIONAL_DIVISION;REGIONAL_CATEGORY;CITY_STATUS
Abadia De Goiás;GO;0;6876;6876;0;2137;1546;591;5300;69;318;438;517;3542;416;319;1843;1689;0.708;0.687;0.83;0.622;-49.44054783;-16.75881189;893.6;360;842;147.26;;;8583;Urbano;6.2;27991.25;74750.32;[...]
Abelardo Luz;SC;0;17100;17084;16;4739;2694;2045;9544;147;616;808;963;6068;942;57186;254540;2032;0.696;0.684;0.852;0.578;-52.33648238;-26.56303102;724.99;484;910;953.99;Grande Oeste;D;17847;Rural A[...]
Abre Campo;MG;0;13311;13294;17;3930;2202;1728;7101;85;362;529;620;4512;993;4543;24155;3046;0.654;0.646;0.823;0.525;-42.48098999;-20.30144528;589.83;625;519;470.55;Montanhas E Fé;D;13465;Rural Adj[...]
Abreu E Lima;PE;0;94429;94407;22;28182;25944;2238;81482;1050;4405;6255;7019;54749;8004;387;2595;2477;0.679;0.625;0.791;0.632;-34.89913058;-7.90444899;27.06;1418;4661;126.19;Costa Náutica Coroa Do[...]
Abreulândia;TO;0;2391;2391;0;760;445;315;1476;21;107;172;182;872;122;13102;31281;2786;0.665;0.7;0.835;0.502;-49.16243756;-9.621790712;238.86;14;29;1,895.21;;;2564;Rural Adjacente;20312.55;2108.24[...]
Acaiaca;MG;0;3920;3920;0;1264;834;430;2550;31;150;197;256;1581;335;208;509;3493;0.63;0.61;0.823;0.499;-43.1482389;-20.36040893;492.79;229;133;101.89;Serras De Minas;E;3994;Rural Adjacente;3838.68;[...]
Açailândia;MA;0;104047;104018;29;27523;20612;6911;78081;1442;5896;7924;8368;49197;5254;27137;89420;2633;0.672;0.643;0.785;0.602;-47.50666459;-4.951377;229.05;1225;2618;5,806.44;;;111757;Urbano;1[...]
Acajutiba;BA;0;14653;14643;10;4116;3632;484;12727;216;849;1282;1404;7412;1564;4570;11442;4613;0.58;0.56;0.723;0.487;-38.01828637;-11.66261283;183.93;426;297;181.48;;;15129;Rural Adjacente;23176.61[...]
Acará;PA;0;53569;53516;53;11833;3014;8819;12590;265;1082;1436;1537;7281;989;41637;342851;5513;0.506;0.517;0.757;0.332;-48.20045643;-1.9634365;7.4;964;181;4,343.55;Araguaia-Tocantins;D;55513;Rural[...]
Acarape;CE;0;15338;15338;0;4186;2181;2005;8189;142;554;693;855;5149;796;1386;1274;4009;0.606;0.559;0.709;0.562;-38.70562377;-4.223138409;94.51;692;91;155.17;;;15399;Intermediário Adjacente;4.68;2[...]
Acaraú;CE;0;57551;57542;9;14680;7410;7270;24117;358;1615;2084;2558;15123;2379;18505;38871;4125;0.601;0.554;0.758;0.517;-40.11824147;-2.88531054;17.29;3032;479;845.47;Litoral Extremo Oeste;C;62557[...]
Acari;RN;0;11035;11030;5;3298;2721;577;8260;111;404;556;658;5217;1314;375;1977;2462;0.679;0.633;0.779;0.634;-36.64373887;-6.442085089;258.84;947;146;608.47;Polo Seridó;D;11152;Intermediário Adja[...]
